split,class,image_id,label,lesion_hue_deg,lesion_sat,lesion_val,lesion_frac_of_image,leaf_frac_of_image,lesion_frac_of_leaf,mask_frac_on_margin,mask_frac_on_paper,n_components,median_component_px,n_arms,n_arms_wrong,n_pair_confused,C1_pred,C2_pred,C4_pred,R0_pred,R1_pred,R2_pred,R3_pred,TLA_pred,p_colour_global_mean,p_colour_lesion_colour,p_colour_lesion_all
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00275.jpg,1,43.81,0.6573,0.3766,0.03163,0.30385,0.10409,0.1934,0.0,53,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00276.jpg,1,43.77,0.7254,0.3574,0.06782,0.31784,0.21307,0.1252,0.0015,84,12.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00277.jpg,1,43.69,0.6816,0.4184,0.07769,0.36866,0.21013,0.1437,0.0028,102,12.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00278.jpg,1,37.28,0.5827,0.4174,0.00889,0.16542,0.05181,0.1749,0.0359,19,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00279.jpg,1,38.76,0.5273,0.3657,0.00717,0.16307,0.04265,0.1278,0.0306,13,6.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00281.jpg,1,42.14,0.6034,0.3573,0.01311,0.06571,0.19927,0.3313,0.0015,19,8.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00282.jpg,1,39.0,0.3483,0.5529,0.04295,0.26929,0.15919,0.052,0.0019,25,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00284.jpg,1,41.42,0.5385,0.4007,0.02035,0.19099,0.10633,0.286,0.002,41,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00285.jpg,1,42.46,0.5595,0.3579,0.02617,0.25955,0.10051,0.2704,0.003,54,8.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00286.jpg,1,41.16,0.5164,0.401,0.02314,0.20737,0.1112,0.2808,0.0034,55,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00288.jpg,1,43.25,0.6156,0.3837,0.00458,0.35459,0.01259,0.3652,0.0261,10,16.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00289.jpg,1,40.07,0.6281,0.3415,0.07908,0.3363,0.23367,0.0318,0.0063,105,14.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00291.jpg,1,31.27,0.624,0.3221,0.04853,0.30311,0.15839,0.0764,0.0107,32,12.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00292.jpg,1,39.74,0.7029,0.3578,0.04769,0.29313,0.16093,0.1312,0.0109,39,15.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00293.jpg,1,42.22,0.525,0.4424,0.02822,0.49312,0.05654,0.1864,0.012,52,15.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00294.jpg,1,39.18,0.4819,0.4995,0.02603,0.41396,0.06201,0.1133,0.0138,36,19.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00295.jpg,1,42.42,0.4974,0.4375,0.03296,0.35152,0.09338,0.1324,0.0042,45,19.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00296.jpg,1,42.75,0.5631,0.3592,0.05339,0.30369,0.17259,0.1153,0.0183,60,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00297.jpg,1,40.9,0.6585,0.348,0.03504,0.33183,0.10438,0.1627,0.0114,31,21.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00298.jpg,1,40.6,0.6123,0.3847,0.0628,0.36244,0.17294,0.1993,0.0019,62,19.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00299.jpg,1,43.32,0.6148,0.346,0.03354,0.2945,0.11301,0.2282,0.0077,51,23.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00300.jpg,1,41.59,0.437,0.4374,0.01887,0.21136,0.08769,0.1204,0.018,43,7.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00303.jpg,1,39.75,0.6725,0.3181,0.0615,0.33349,0.18401,0.1594,0.0023,43,14.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00304.jpg,1,41.16,0.5475,0.419,0.02495,0.37861,0.06575,0.2636,0.0024,56,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00305.jpg,1,40.32,0.5801,0.3669,0.07209,0.51614,0.1392,0.0874,0.0033,51,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00307.jpg,1,40.56,0.557,0.4059,0.03681,0.37416,0.09811,0.2225,0.0027,44,17.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00309.jpg,1,41.79,0.5224,0.4029,0.02792,0.24482,0.11324,0.2698,0.0071,44,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00310.jpg,1,40.21,0.5619,0.4466,0.01248,0.46534,0.02643,0.1613,0.0144,23,15.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00312.jpg,1,41.88,0.4565,0.3879,0.00596,0.24356,0.02438,0.1639,0.0033,12,13.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00314.jpg,1,42.89,0.6379,0.501,0.13221,0.26321,0.50193,0.1259,0.0008,30,29.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00316.jpg,1,41.56,0.5314,0.3885,0.00456,0.22802,0.01958,0.4367,0.0218,7,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00319.jpg,1,38.8,0.5798,0.4516,0.01993,0.22194,0.08737,0.351,0.027,44,13.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00320.jpg,1,42.15,0.5862,0.4059,0.03047,0.35543,0.08574,0.1452,0.0,59,14.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00321.jpg,1,42.61,0.5272,0.3662,0.01072,0.32282,0.03315,0.3457,0.0019,17,14.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00323.jpg,1,41.77,0.4126,0.3971,0.01923,0.28408,0.06756,0.1295,0.0021,23,18.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00324.jpg,1,41.38,0.4633,0.5093,0.02517,0.3003,0.08263,0.2787,0.0143,59,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00328.jpg,1,37.71,0.4835,0.4356,0.12819,0.5343,0.23936,0.0762,0.0023,55,17.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00329.jpg,1,43.09,0.7402,0.3582,0.1759,0.36677,0.47905,0.0852,0.0011,14,23.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00331.jpg,1,38.77,0.4346,0.4066,0.04321,0.31332,0.13778,0.0535,0.0009,58,17.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00332.jpg,1,39.84,0.526,0.4186,0.03605,0.19986,0.18039,0.2001,0.0,69,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00333.jpg,1,38.47,0.4661,0.473,0.05935,0.20906,0.28303,0.1115,0.003,47,24.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00335.jpg,1,36.27,0.3496,0.4478,0.06828,0.2434,0.27954,0.0339,0.0035,26,17.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00337.jpg,1,39.1,0.394,0.4205,0.06045,0.46419,0.12949,0.1675,0.0056,97,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00339.jpg,1,39.6,0.4946,0.4511,0.02991,0.36055,0.08286,0.2352,0.0013,73,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00340.jpg,1,41.0,0.4657,0.4164,0.02485,0.35298,0.07024,0.3015,0.0024,45,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00341.jpg,1,36.55,0.532,0.3903,0.04056,0.18084,0.22394,0.1749,0.0015,31,30.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00342.jpg,1,40.2,0.4032,0.402,0.0214,0.22583,0.09461,0.3026,0.0019,27,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00343.jpg,1,43.52,0.3886,0.389,0.00971,0.1648,0.05865,0.0575,0.0041,22,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00344.jpg,1,43.19,0.4011,0.4453,0.00359,0.20556,0.01745,0.1111,0.0,13,8.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00345.jpg,1,33.56,0.4528,0.3469,0.03041,0.35798,0.08496,0.0151,0.0,15,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00346.jpg,1,30.75,0.6939,0.2977,0.01258,0.34732,0.03615,0.0618,0.0016,17,8.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00347.jpg,1,33.7,0.4243,0.3319,0.03789,0.31507,0.12012,0.0973,0.0011,13,42.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00348.jpg,1,29.78,0.604,0.3216,0.02386,0.31089,0.07635,0.1303,0.005,9,79.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00349.jpg,1,39.79,0.502,0.4433,0.01832,0.32994,0.05503,0.1904,0.0087,36,10.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00350.jpg,1,45.64,0.7924,0.4347,0.02248,0.23441,0.09539,0.148,0.0053,43,9.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00351.jpg,1,43.5,0.6363,0.4168,0.02105,0.20291,0.10313,0.3087,0.0057,38,10.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00352.jpg,1,36.45,0.4382,0.4245,0.02439,0.43911,0.05551,0.1021,0.0008,36,13.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00353.jpg,1,45.43,0.5953,0.4122,0.00873,0.22238,0.03908,0.0753,0.0046,27,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00354.jpg,1,41.97,0.4158,0.3725,0.00819,0.25602,0.03161,0.1922,0.0122,19,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00355.jpg,1,39.66,0.5164,0.3321,0.02758,0.2611,0.10427,0.1561,0.013,41,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00357.jpg,1,38.12,0.5804,0.33,0.00596,0.28695,0.02035,0.4314,0.0201,10,18.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00358.jpg,1,38.21,0.5878,0.328,0.02324,0.18846,0.12278,0.1964,0.0043,16,52.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00359.jpg,1,37.34,0.6107,0.31,0.0122,0.2392,0.05032,0.5605,0.0131,14,19.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00361.jpg,1,43.89,0.6724,0.3524,0.01588,0.25807,0.06139,0.197,0.0025,19,12.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00363.jpg,1,37.4,0.685,0.3318,0.05265,0.21365,0.24412,0.2506,0.0095,28,18.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00364.jpg,1,41.78,0.5126,0.3454,0.01146,0.34945,0.03274,0.1043,0.0017,25,17.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00365.jpg,1,37.53,0.5959,0.3971,0.03633,0.3006,0.12073,0.1262,0.0011,38,14.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00367.jpg,1,36.91,0.5651,0.3651,0.0233,0.18862,0.1231,0.2258,0.0034,36,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00368.jpg,1,38.3,0.6122,0.3516,0.02888,0.15033,0.19077,0.2319,0.0069,21,15.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00369.jpg,1,41.44,0.5755,0.4508,0.02146,0.22202,0.09569,0.156,0.0102,24,23.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00372.jpg,1,36.01,0.4874,0.403,0.01887,0.19368,0.0958,0.2777,0.0169,32,14.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00373.jpg,1,33.04,0.5121,0.3275,0.01614,0.24368,0.06567,0.2654,0.0086,19,11.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00374.jpg,1,39.12,0.465,0.4168,0.02216,0.19585,0.11265,0.1808,0.0045,24,15.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00375.jpg,1,37.29,0.5825,0.3854,0.02609,0.2387,0.10896,0.3147,0.0031,34,27.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00377.jpg,1,41.69,0.6169,0.3406,0.02111,0.18997,0.11057,0.2946,0.0047,25,25.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00378.jpg,1,41.26,0.4035,0.3171,0.01493,0.2319,0.06377,0.279,0.0093,17,26.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00382.jpg,1,39.84,0.3153,0.4788,0.0354,0.25444,0.13864,0.04,0.0034,20,29.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00383.jpg,1,36.55,0.4721,0.3566,0.05353,0.26598,0.19969,0.2055,0.0078,46,21.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00387.jpg,1,38.97,0.3913,0.3519,0.01423,0.29508,0.04782,0.2451,0.0084,22,19.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00388.jpg,1,39.45,0.514,0.3428,0.02057,0.21177,0.09656,0.2035,0.0058,35,14.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00389.jpg,1,27.05,0.2606,0.5817,0.06435,0.2281,0.28196,0.0248,0.0006,11,26.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00390.jpg,1,38.94,0.5397,0.4149,0.02543,0.1636,0.15312,0.2139,0.0149,16,18.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00392.jpg,1,41.73,0.4643,0.4258,0.01489,0.31069,0.04779,0.1352,0.0027,32,17.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00396.jpg,1,40.13,0.4391,0.4095,0.02254,0.33392,0.06565,0.2034,0.0274,51,13.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00397.jpg,1,35.87,0.4273,0.3346,0.01846,0.32809,0.05333,0.1469,0.0518,32,15.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00398.jpg,1,37.41,0.4468,0.3414,0.02129,0.32936,0.06251,0.074,0.0328,30,19.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00400.jpg,1,36.12,0.4557,0.3874,0.02966,0.22381,0.13224,0.1767,0.002,16,22.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00401.jpg,1,36.91,0.4503,0.4149,0.01182,0.15689,0.0752,0.1602,0.0017,16,15.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00402.jpg,1,37.29,0.4443,0.4363,0.01084,0.14768,0.07341,0.2022,0.0,14,19.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00403.jpg,1,41.48,0.4874,0.3522,0.03585,0.31531,0.11339,0.2346,0.0028,46,17.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00406.jpg,1,41.44,0.4919,0.3919,0.01818,0.16873,0.10773,0.1809,0.0,31,18.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00408.jpg,1,37.4,0.4017,0.4313,0.04371,0.2264,0.19287,0.1026,0.0009,45,17.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00409.jpg,1,36.61,0.4735,0.3577,0.01447,0.22933,0.06274,0.2796,0.0055,17,15.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00410.jpg,1,39.3,0.5496,0.3183,0.03783,0.25419,0.14866,0.1091,0.0011,33,15.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00413.jpg,1,40.16,0.5695,0.3137,0.01694,0.26262,0.06451,0.2659,0.0,13,44.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00414.jpg,1,40.6,0.4608,0.381,0.03946,0.25568,0.15325,0.1843,0.0071,48,19.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00415.jpg,1,41.22,0.5086,0.3599,0.05094,0.23101,0.21965,0.1808,0.0039,49,22.0,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00416.jpg,1,36.68,0.5465,0.393,0.01122,0.15256,0.07289,0.2345,0.0089,18,19.5,,,,,,,,,,,,,,
train,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00418.jpg,1,43.21,0.3891,0.3553,0.00923,0.24101,0.03804,0.2354,0.0065,27,15.0,,,,,,,,,,,,,,
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_107.jpg,0,41.76,0.291,0.5258,0.0118,0.2889,0.04077,0.402,0.0017,13,24.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.566,0.5107,0.9688
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_111.jpg,0,23.84,0.3604,0.4218,0.14812,0.46381,0.31931,0.0892,0.0001,37,13.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5713,0.4786,0.4256
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_112.jpg,0,33.06,0.3527,0.4741,0.04313,0.44758,0.09636,0.1428,0.0,18,27.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5629,0.4949,0.3768
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_113.jpg,0,31.3,0.277,0.3733,0.02414,0.20631,0.11611,0.2998,0.0074,28,12.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5791,0.4829,0.3631
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_114.jpg,0,23.96,0.3524,0.3998,0.22242,0.57316,0.38798,0.0526,0.0002,32,10.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5362,0.4706,0.1051
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_117.jpg,0,32.97,0.3676,0.5773,0.1936,0.61023,0.30223,0.0496,0.0474,44,9.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5561,0.4855,0.0125
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_11a.jpg,0,30.8,0.3243,0.6015,0.06039,0.5125,0.11725,0.2571,0.005,33,13.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5649,0.4817,0.0373
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_11e.jpg,0,43.42,0.3107,0.4637,0.02533,0.52443,0.04826,0.1581,0.0008,50,12.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5552,0.5138,0.7817
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_127.jpg,0,36.41,0.3767,0.4687,0.06511,0.37528,0.17313,0.1414,0.0021,33,11.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5718,0.4985,0.0511
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_128.jpg,0,32.12,0.3206,0.4195,0.04193,0.41584,0.1005,0.2324,0.0033,12,12.5,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.57,0.4821,0.0435
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_129.jpg,0,40.52,0.3162,0.5107,0.02527,0.55977,0.045,0.2161,0.0032,43,12.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5414,0.5061,0.2651
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_12e.jpg,0,25.83,0.3635,0.4356,0.02669,0.35182,0.07568,0.1135,0.0022,10,5.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5787,0.4801,0.0532
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_12f.jpg,0,40.22,0.3764,0.3913,0.03155,0.36711,0.08594,0.1491,0.0,45,15.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5815,0.5042,0.794
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_142.jpg,0,34.43,0.3131,0.4627,0.00939,0.41849,0.022,0.4628,0.0191,15,15.0,8,1,1,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Tea algal leaf spot,Brown Blight,0.5317,0.4925,0.0463
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_15c.jpg,0,34.02,0.3184,0.3616,0.07199,0.2888,0.24864,0.1276,0.0025,35,10.0,8,1,1,Brown Blight,Brown Blight,Tea algal leaf spot,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5888,0.4861,0.02
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_15f.jpg,0,23.62,0.3559,0.4724,0.21012,0.48888,0.42894,0.1155,0.002,41,8.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5755,0.4724,0.0372
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_166.jpg,0,38.7,0.3626,0.3944,0.06001,0.35619,0.16836,0.1172,0.0007,36,9.5,8,1,1,Brown Blight,Brown Blight,Tea algal leaf spot,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5858,0.4987,0.0853
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_168.jpg,0,40.94,0.3219,0.5487,0.01397,0.45089,0.03085,0.6719,0.0043,16,23.0,8,5,5,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Brown Blight,Brown Blight,Brown Blight,Tea algal leaf spot,Tea algal leaf spot,0.5481,0.5113,0.9183
test,Brown Blight,Brown Blight/UNADJUSTEDNONRAW_thumb_16f.jpg,0,34.18,0.3118,0.4843,0.04343,0.55455,0.07831,0.0766,0.0,21,8.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5514,0.49,0.2568
test,Brown Blight,Brown Blight/brown_blight_00008.jpg,0,38.1,0.5604,0.4684,0.0444,0.23962,0.18465,0.1338,0.0036,63,16.0,8,0,0,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.5523,0.5085,0.4336
